,영화명,감독,배급사,개봉일,국적,전국관객수,장르,등급,유료시사회,개봉달,스크린수,상영횟수,관객수,매출액,누적관객수,주연,감독관객,평점,평점수,SSS,SS,S,A,B,C,D,F,기록없음
1199,사울의 아들,라즐로 네메스,그린나래미디어(주),2016-02-25,헝가리,23148,드라마,청소년관람불가,0,2,22,27,"3,007","26,409,200","3,007",게자뢰리히,23651,9.07,42,0,0,0,0,0,0,0,1,0
1200,윈드랜드,세르지오 맨피오,예지림엔터테인먼트,2015-04-02,이탈리아,23084,애니메이션,전체관람가,0,4,5,6,"1,357","10,856,000","1,357","김경희,탁원정,권문정,박상훈,윤세웅",44795,9.32,152,0,0,0,0,0,0,1,4,0
1201,꼬마마녀 요요와 네네,히라오 타카유키,㈜T-JOY,2013-12-25,일본,23057,애니메이션,전체관람가,0,12,16,43,"2,895","21,398,500","2,895",김서영,11584,9.71,93,0,0,1,0,0,0,0,0,0
1202,알렉스 크로스,롭 코헨,(주)인벤트스톤,2013-03-14,미국,22771,액션,청소년관람불가,0,3,6,16,"2,824","18,908,000","2,824","매튜폭스,타일러페리,에드워드번즈,레이첼니콜스",1442937,7.11,1366,0,0,0,0,1,0,0,3,0
1203,45년 후,앤드류 헤이,판씨네마(주),2016-05-05,영국,22745,드라마,15세이상관람가,0,5,6,29,"1,678","13,691,500","1,678",샬롯램플링,12057,8.24,58,0,0,0,0,0,0,0,1,0
1204,레이디 맥베스,윌리엄 올드로이드,주식회사 씨네룩스,2017-08-03,영국,22613,드라마,청소년관람불가,0,8,3,13,912,"8,781,000",912,플로렌스퓨,23620,8,10,0,0,0,0,0,0,0,1,0
1205,피아니스트 세이모어의 뉴욕 소네트,에단 호크,(주)영화사 진진,2016-04-07,미국,22466,다큐멘터리,전체관람가,0,4,1,3,359,"2,605,000",359,0,22975,9.41,34,0,0,0,0,0,0,1,0,0
1206,송 투 송,테렌스 맬릭,CGV아트하우스,2017-07-26,미국,22453,드라마,청소년관람불가,0,7,1,4,465,"3,617,200",465,라이언고슬링,9212,8.79,76,0,0,0,0,0,1,0,0,0
1207,스킵트레이스: 합동수사,레니 할린,(주)영화사 빅,2016-08-31,홍콩,22350,액션,15세이상관람가,0,8,2,3,789,"6,312,000",789,"성룡,조니녹스빌",82537,9.35,156,0,0,0,0,0,0,1,1,0
1208,엘리제궁의 요리사,크리스티앙 뱅상,판씨네마(주),2015-03-19,프랑스,22173,코미디,12세이상관람가,0,3,2,9,996,"7,323,500",996,"까뜨린느프로,아르띄르뒤퐁",11521,9.33,12,0,0,0,0,0,0,0,2,0
1209,엔들리스 러브,샤나 페스트,유니버설픽쳐스인터내셔널 코리아(유),2014-03-13,미국,22091,드라마,15세이상관람가,0,3,4,16,"1,876","13,346,000","1,876","알렉스페티퍼,라이스웨이크필드,브루스그린우드,조엘리리처드슨,가브리엘라와일드",22091,7.91,55,0,0,0,0,0,0,0,5,0
1210,드래곤볼 Z : 부활의 F,야마무로 타다요시,씨제이이앤엠(주),2015-10-01,일본,22025,애니메이션,전체관람가,0,10,3,11,"1,269","11,071,400","1,269","김환진,최한,최문자",23294,8.79,388,0,0,0,0,0,0,1,2,0
1211,까밀 리와인드,노에미 르보브스키,(주)엣나인필름,2013-07-18,프랑스,22006,드라마,15세이상관람가,0,7,4,23,"1,174","8,431,500","1,174","노에미르보브스키,사미르구에스미,욜랭드모로,미셸빌레모",22193,8.91,43,0,0,0,0,0,1,0,3,0
1212,천하무적 키코리키,데니스 체르노프,와이드 릴리즈(주),2014-07-17,러시아,21889,애니메이션,전체관람가,0,7,2,3,143,"1,008,000",143,0,28500,8.2,5,0,0,0,0,0,0,1,0,0
1213,행복 목욕탕,나카노 료타,(주)디스테이션,2017-03-23,일본,21797,가족,12세이상관람가,0,3,4,11,"1,359","10,649,000","1,359","미야자와리에,스기사키하나,오다기리조",10990,9.12,89,0,0,0,0,0,0,0,3,0
1214,시크릿 인 데어 아이즈,빌리 레이,판씨네마(주),2016-04-27,미국,21692,미스터리,15세이상관람가,0,4,2,5,381,"2,658,000",381,"치웨텔에지오포,니콜키드먼",16752,7.34,85,0,0,0,0,0,0,0,2,0
1215,"안녕, 나의 소울메이트",증국상,(주)나이너스엔터테인먼트,2017-12-07,홍콩,21659,드라마,15세이상관람가,0,12,7,22,"3,782","30,578,000","3,782","주동우,마사순",25159,9.26,478,0,0,0,0,0,0,0,2,0
1216,차일드 44,다니엘 에스피노사,(주)넥스트엔터테인먼트월드(NEW),2015-05-28,미국,21604,스릴러,청소년관람불가,0,5,2,3,756,"6,048,000",756,"톰하디,게리올드만,조엘킨나만,누미라파스",215106,9.51,80,0,0,0,0,0,1,3,0,0
1217,빌리 엘리어트 뮤지컬 라이브,스티븐 달드리,유니버설픽쳐스인터내셔널 코리아(유),2014-11-27,미국,21571,뮤지컬,전체관람가,0,11,17,22,135,"945,000",135,"엘리엇한나,루시에헨쉘",167730,9.85,41,0,0,0,0,0,0,0,2,0
1218,초원의 왕 도제,코지마 마사유키,(주)나이너스엔터테인먼트,2014-03-27,일본,21424,애니메이션,전체관람가,0,3,4,7,844,"5,442,000",844,하마다타츠오미,28375,9.22,41,0,0,0,0,0,0,0,1,0
1219,아마조니아,티에리 라고베르트,(주)영화사 빅,2015-08-05,프랑스,21318,다큐멘터리,전체관람가,0,8,6,12,"2,386","18,782,000","2,386",0,42025,9.45,144,0,0,0,0,0,0,1,0,0
1220,그랑블루 리마스터링 감독판,뤽 베송,(주)팝파트너스,2013-07-25,프랑스,21306,멜로/로맨스,15세이상관람가,0,7,3,3,"1,073","6,886,000","1,073","장르노,장마크바,로잔나아퀘트",834787,9.67,3,0,0,0,0,0,0,0,3,0
1221,이브 생 로랑,자릴 레스페르,(주)블룸즈베리파트너스,2014-06-26,프랑스,21280,드라마,청소년관람불가,0,6,2,9,"1,373","9,578,500","1,373","피에르니네이,기욤갈리엔,샬롯르본",21298,8.3,20,0,0,0,0,0,0,0,3,0
1222,플레이스 비욘드 더 파인즈,데릭 시엔프랜스,(주)미디어데이,2013-08-01,미국,21088,범죄,청소년관람불가,0,8,2,7,606,"4,595,500",606,"라이언고슬링,브래들리쿠퍼,에바멘데스",40079,9.05,605,0,0,1,0,0,2,0,0,0
1223,스테이션 7,클림 시펜코,(주)영화사 진진,2017-12-07,러시아,21071,액션,12세이상관람가,0,12,4,9,"2,198","17,366,000","2,198",블라디미르브도비첸코프,22536,9.1,41,0,0,0,0,0,0,0,1,0
1224,유고와 라라 : 신비의 숲 어드벤처,왕운비,(주)프레인글로벌,2014-10-02,중국,21053,애니메이션,전체관람가,0,10,8,32,"5,739","45,676,000","5,739",소연,33338,9.46,46,0,0,0,0,0,0,0,1,0
1225,그랜드 피아노,유지니오 미라,와이드 릴리즈(주),2014-04-17,스페인,20961,스릴러,15세이상관람가,0,4,1,5,724,"5,067,000",724,일라이저우드,20961,7.79,57,0,0,0,0,0,0,0,1,0
1226,아기기린 자라파,"레미 베잔송,장-클리스토페 리에",롯데쇼핑㈜롯데엔터테인먼트,2013-02-14,프랑스,20811,애니메이션,전체관람가,0,2,2,4,743,"4,446,000",743,"맥스레나우딘,시몬압카리언,프랑소아제르비에드메종",13329,9.2,40,0,0,0,0,0,0,0,3,0
1227,플라이트,로버트 저메키스,씨제이이앤엠(주),2013-02-28,미국,20491,드라마,청소년관람불가,0,2,2,7,"1,342","10,919,000","1,342","덴젤워싱턴,돈치들,켈리라일리",259813,8.39,299,0,1,0,0,0,0,1,1,0
1228,세기의 매치,에드워드 즈윅,판씨네마(주),2016-01-28,미국,20448,드라마,12세이상관람가,0,1,7,13,"2,580","18,933,600","2,580","토비맥과이어,리브슈라이버",386617,9.19,57,0,0,0,0,0,1,0,1,0
1229,프란츠,프랑수아 오종,찬란,2017-07-20,프랑스,20437,멜로/로맨스,12세이상관람가,0,7,1,8,902,"6,098,000",902,피에르니네이,10825,9.31,42,0,0,0,0,0,0,0,1,0
1230,바그다드 카페 : 디렉터스컷,퍼시 애들론,(주)팝엔터테인먼트,2016-07-14,독일,20195,코미디,15세이상관람가,0,7,2,4,927,"7,407,000",927,"마리안느세이지브레트,CCH파운더,잭팰런스",6953,8.73,15,0,0,0,0,0,0,0,3,0
1231,난 그녀와 키스했다,"막심 고바레,노에미 사글리오",(주)엣나인필름,2015-07-22,프랑스,20056,코미디,청소년관람불가,0,7,3,4,"1,123","7,225,000","1,123","피오마르마이,프랑크가스탐비드",20113,9.18,11,0,0,0,0,0,0,0,2,0
1232,극장판 어드벤처 타임: 비밀의 아일랜드,엘리자베스 이토,(주)팝엔터테인먼트,2017-04-13,미국,19986,애니메이션,전체관람가,0,4,5,5,"1,000","10,000,000","1,000",0,10043,9.58,45,0,0,0,0,0,0,1,0,0
1233,빌리 진 킹: 세기의 대결,"발레리 페리스,조나단 데이턴",이십세기폭스코리아(주),2017-11-16,미국,19952,코미디,15세이상관람가,0,11,2,5,"1,117","9,138,000","1,117",엠마스톤,25383,9.06,118,0,0,0,0,0,1,0,0,0
1234,러브레이스,"롭 엡스타인,제프리 프리드먼",씨너스엔터테인먼트(주),2013-10-17,미국,19933,드라마,청소년관람불가,0,10,4,5,"1,160","7,856,000","1,160","아만다사이프리드,샤론스톤,제임스프랭코,피터사스가드,아담브로디,주노템플",19933,8.15,294,0,0,0,0,0,0,2,4,0
1235,세상의 끝까지 21일,로렌 스카파리아,(주)드림웨스트픽쳐스,2013-08-14,미국,19897,드라마,15세이상관람가,0,8,1,2,426,"3,408,000",426,"키이라나이틀리,스티브카렐",19896,8.5,482,0,0,0,0,0,1,1,0,0
1236,라이프,안톤 코르빈,(주)영화사오원,2015-10-15,캐나다,19596,드라마,15세이상관람가,0,10,2,3,438,"3,873,000",438,"데인드한,로버트패틴슨,벤킹슬리",36413,8.14,322,0,0,0,0,0,0,1,2,0
1237,칠드런 오브 맨,알폰소 쿠아론,영화사 마농(주),2016-09-22,영국,19548,SF,15세이상관람가,0,9,18,24,"1,317","11,029,800","1,317",클라이브오웬,1674516,8.39,1012,0,0,0,0,0,0,0,1,0
1238,디스커넥트,헨리 알렉스 루빈,(주)영화사 빅,2013-11-07,미국,19460,드라마,청소년관람불가,0,11,13,34,"4,035","21,699,500","4,035","제이슨베이트먼,알렉산더스카스가드,폴라패튼",23255,8.98,723,0,0,0,0,0,2,0,1,0
1239,스페이스 독 2,"이나 예블라니코바,알렉산더 크람초프,바딤 소츠코프",(주)지어소프트,2014-12-11,러시아,19445,애니메이션,전체관람가,0,12,,,,,,0,31095,10,7,0,0,0,0,0,0,1,0,0
1240,"나의 위대한 친구, 세잔",다니엘르 톰슨,그린나래미디어(주),2016-12-15,프랑스,19426,드라마,15세이상관람가,0,12,4,23,"2,325","18,292,800","2,325",기욤까네,9584,9.06,34,0,0,0,0,0,0,0,1,0
1241,사막에서 연어낚시,라세 할스트롬,(주)나이너스엔터테인먼트,2014-10-16,영국,19423,드라마,12세이상관람가,0,10,6,18,"3,147","23,916,000","3,147","이완맥그리거,에밀리블런트",20154,8.96,124,0,0,0,0,1,0,1,0,0
1242,테이크다운,에란 크리비,(주)에스비에스콘텐츠허브,2013-04-18,영국,19415,액션,15세이상관람가,0,4,2,4,732,"4,738,000",732,"제임스맥어보이,마크스트롱,앤드리아리즈브로프",22199,9.13,261,0,0,0,0,1,1,1,0,0
1243,립반윙클의 신부,이와이 슌지,TCO(주)더콘텐츠온,2016-09-28,일본,19412,드라마,15세이상관람가,0,9,2,5,811,"7,842,000",811,쿠로키하루,12053,9.39,59,0,0,0,0,0,0,0,1,0
1244,트립 투 이탈리아,마이클 윈터바텀,찬란,2015-06-04,영국,19376,코미디,15세이상관람가,0,6,14,24,"2,298","17,804,100","2,298",스티브쿠건,10944,7.22,18,0,0,0,0,0,0,1,0,0
1245,트루스,제임스 밴더빌트,(주)라이크 콘텐츠,2016-08-24,미국,19315,드라마,15세이상관람가,0,8,2,8,820,"6,550,500",820,"케이트블란쳇,로버트레드포드,토퍼그레이스,엘리자베스모스",19340,8.83,24,0,0,0,0,1,0,0,3,0
1246,이레셔널 맨,우디 앨런,(주)프레인글로벌,2016-07-21,미국,19287,범죄,청소년관람불가,0,7,1,5,717,"5,616,000",717,"호아킨피닉스,엠마스톤,파커포시",55930,8.45,62,0,0,0,0,0,1,0,2,0
1247,부니베어: 나무 도둑의 습격,정량,예지림엔터테인먼트,2017-09-14,중국,19267,애니메이션,전체관람가,0,9,2,2,609,"4,872,000",609,"박상훈,홍진욱,윤세웅,임채헌",12381,9.25,69,0,0,0,0,0,0,1,3,0
1248,에코,데이브 그린,(주)박수엔터테인먼트,2014-10-08,미국,19142,SF,전체관람가,0,10,5,8,"1,615","12,760,000","1,615","테오할름,아스트로,리스하트위그",127281,8.73,60,0,0,0,0,0,0,0,3,0
1249,부도리의 꿈 ,스기이 기사부로,(주)나이너스엔터테인먼트,2013-01-30,일본,18940,애니메이션,전체관람가,0,1,1,3,41,"205,000",41,"오구리슌,쿠츠나시오리,에모토아키라",7331,9.55,338,0,0,0,0,0,0,0,3,0
1250,슈퍼처방전,대니 분,(주)영화사 빅,2014-12-10,프랑스,18919,코미디,12세이상관람가,0,12,25,53,"1,790","13,816,000","1,790","대니분,카드메라드",17409,9.27,93,0,0,0,0,0,0,0,2,0
1251,프란치스코,베다 도캄포 페이주,스튜디오 프로그레시브 인큐베이터,2016-03-10,스페인,18799,드라마,12세이상관람가,0,3,,,,,,다리오그랜디네티,18802,9,32,0,0,0,0,0,0,0,1,0
1252,슬립리스: 크리미널 나이트,바란 보 오다르,(주)미디어로그,2017-03-08,미국,18740,액션,15세이상관람가,0,3,3,6,"1,045","8,651,000","1,045","제이미폭스,미셸모나한,데이빗하버,더못멀로니,가브리엘유니온",9569,8.5,56,0,0,0,0,1,0,1,3,0
1253,로렌스 애니웨이,자비에 돌란,(주)엣나인필름,2013-12-19,캐나다,18705,멜로/로맨스,15세이상관람가,0,12,1,7,919,"6,937,000",919,"멜빌푸포,수잔클레망",30130,9.34,43,0,0,0,0,0,0,0,2,0
1254,아이 앰 히스 레저,"아드리안 부이텐후이스,데릭 머레이",오드,2017-10-19,캐나다,18367,다큐멘터리,12세이상관람가,0,10,16,21,"2,003","13,531,000","2,003",히스레저,19917,9.08,40,0,0,0,0,0,1,0,0,0
1255,다음 침공은 어디?,마이클 무어,판씨네마(주),2016-09-08,미국,18342,다큐멘터리,15세이상관람가,0,9,5,14,"1,383","10,768,000","1,383",0,78697,9.29,92,0,0,0,0,0,0,1,0,0
1256,비포 : 치즈와 초콜릿을 찾아서,이도 엔젤,(주)영화사 빅,2014-07-10,이스라엘,18310,애니메이션,전체관람가,0,7,2,2,332,"2,656,000",332,0,13360,9.33,3,0,0,0,0,0,0,1,0,0
1257,무민 더 무비,자비에 피카르,(주)팝엔터테인먼트,2015-08-13,핀란드,18254,애니메이션,전체관람가,0,8,5,10,"1,850","14,628,000","1,850",0,18770,9.69,96,0,0,0,0,0,0,1,0,0
1258,신서유기 : 몽키킹의 부활,텐 샤오펑,예지림엔터테인먼트,2017-11-02,중국,18247,액션,전체관람가,0,11,,,,,,0,18247,9,218,0,0,0,0,0,0,1,0,0
1259,은혼,후쿠다 유이치,(주)라이크 콘텐츠,2017-12-07,일본,18172,액션,12세이상관람가,0,12,5,7,"1,750","14,201,500","1,750","오구리슌,스다마사키",10066,8.09,146,0,0,0,0,0,0,0,2,0
1260,이디야와 얼음왕국의 전설,낸시 플로렌스 사바드,(주)미디어데이,2014-02-27,캐나다,18157,애니메이션,전체관람가,0,2,1,1,135,"945,000",135,"장민혁,윤세웅,최정현",18179,6.11,28,0,0,0,0,0,0,0,3,0
1261,비비안 마이어를 찾아서,"존 말루프,찰리 시스켈",오드,2015-04-30,미국,18061,다큐멘터리,전체관람가,0,4,9,32,"1,635","12,141,500","1,635",0,18829,8.3,10,0,0,0,0,0,0,1,0,0
1262,리그레션,알레한드로 아메나바르,(주)박수엔터테인먼트,2015-10-15,스페인,18057,스릴러,15세이상관람가,0,10,3,4,991,"8,705,000",991,"엠마왓슨,에단호크",8667,8.94,69,0,0,0,0,1,0,1,0,0
1263,버스 657,스콧 만,(주)스톰픽쳐스코리아,2016-01-14,미국,18042,액션,15세이상관람가,0,1,3,4,963,"8,541,000",963,"로버트드니로,제프리딘모건,데이브바티스타",19179,8.01,233,0,0,1,0,0,0,1,1,0
1264,인카네이트,브래드 페이튼,판씨네마(주),2017-05-25,미국,18028,스릴러,15세이상관람가,0,5,1,2,316,"2,528,000",316,아론에크하트,1039998,6.98,48,0,0,0,0,0,0,0,1,0
1265,본타: 땅콩왕국의 전설,레오 리,(주)팝엔터테인먼트,2014-10-30,중국,18022,애니메이션,전체관람가,0,10,,,,,,0,13789,9.21,14,0,0,0,0,0,0,1,0,0
1266,옐로우버드,"도미니크 몽페리,크리스티앙 드 비타",(주)영화사오원,2015-02-18,프랑스,18020,애니메이션,전체관람가,0,2,6,25,"4,385","37,662,000","4,385","세스그린,다코타패닝",9604,9.31,123,0,0,0,0,0,0,0,2,0
1267,캡틴 하록,아라마키 신지,(주)박수엔터테인먼트,2014-01-16,일본,17977,애니메이션,12세이상관람가,0,1,4,12,"2,856","21,470,000","2,856","류승룡,오구리슌",6228,8.78,221,0,0,0,0,0,0,1,1,0
1268,오즈의 마법사 2,알버토 마르,㈜코리아스크린,2017-05-03,멕시코,17956,애니메이션,전체관람가,0,5,1,3,579,"4,632,000",579,0,9268,9.39,41,0,0,0,0,0,0,1,0,0
1269,퍼펙트,닐스 아르덴 오플레브,(주)마인스 엔터테인먼트,2013-09-25,미국,17916,액션,청소년관람불가,0,9,1,1,263,"1,841,000",263,"콜린파렐,테렌스하워드,누미라파스",10732,8.17,135,0,0,0,0,0,1,1,1,0
1270,"불량소녀, 너를 응원해!",도이 노부히로,글뫼 주식회사,2016-09-21,일본,17875,드라마,12세이상관람가,0,9,2,3,516,"4,342,000",516,"아리무라카스미,이토아츠시",102516,9.12,209,0,0,0,0,0,0,0,2,0
1271,셰임,스티브 맥퀸,㈜영화사 백두대간,2013-05-09,영국,17827,드라마,청소년관람불가,0,5,1,1,238,"1,904,000",238,"마이클패스벤더,캐리멀리건,제임스뱃지데일",175223,8.63,96,0,0,0,0,0,0,2,1,0
1272,환상의 빛,고레에다 히로카즈,주식회사 씨네룩스,2016-07-07,일본,17823,드라마,15세이상관람가,0,7,5,33,"2,201","15,743,700","2,201","마키코에수미,나이토타카시,아사노타다노부",88096,8.02,45,0,0,0,0,0,0,0,3,0
1273,"괜찮아요, 미스터 브래드",마이크 화이트,(주)영화사 진진,2017-09-21,미국,17691,드라마,12세이상관람가,0,9,3,5,724,"6,176,200",724,"벤스틸러,루크윌슨",17747,9.54,24,0,0,0,0,0,0,0,2,0
1274,미라클 프롬 헤븐,패트리시아 리건,유니버설픽쳐스인터내셔널 코리아(유),2016-05-25,미국,17625,드라마,전체관람가,0,5,3,8,"1,678","11,110,000","1,678","제니퍼가너,마틴헨더슨",39302,9.74,57,0,0,0,0,0,0,0,2,0
1275,비틀스: 에잇 데이즈 어 위크 – 투어링 이어즈,론 하워드,메가박스중앙(주)플러스엠,2016-10-19,영국,17563,드라마,12세이상관람가,0,10,3,11,"2,200","19,282,100","2,200","존레논,폴매카트니,조지해리슨",307072,9.58,132,0,0,0,0,0,3,0,0,0
1276,위험한 패밀리,뤽 베송,(주)프레인글로벌,2014-01-22,미국,17539,코미디,청소년관람불가,0,1,7,11,"2,241","15,687,000","2,241","로버트드니로,미쉘파이퍼,토미리존스",834787,8.63,249,0,0,0,0,1,1,0,1,0
1277,혼스,알렉산더 아야,(주)팝엔터테인먼트,2014-11-27,미국,17535,판타지,청소년관람불가,0,11,1,1,214,"1,712,000",214,다니엘래드클리프,175525,8.05,438,0,0,0,0,0,1,0,0,0
1278,인 더 하우스,프랑수아 오종,찬란,2013-07-04,프랑스,17529,스릴러,15세이상관람가,0,7,1,3,331,"2,697,000",331,"파브리스루치니,크리스틴스콧토마스,에른스트움하우어,엠마누엘자이그너",10825,9,20,0,0,0,0,0,0,0,4,0
1279,밀리언 웨이즈,세스 맥팔레인,유니버설픽쳐스인터내셔널 코리아(유),2014-06-12,미국,17373,코미디,청소년관람불가,0,6,2,3,803,"4,991,000",803,"세스맥팔레인,샤를리즈테론,아만다사이프리드",151589,8.98,54,0,0,0,0,0,1,2,0,0
1280,유아 낫 유,조지 C. 울프,(주)마인스 엔터테인먼트,2015-01-21,미국,17372,드라마,15세이상관람가,0,1,4,22,"4,101","34,615,000","4,101","힐러리스웽크,에미로섬",17372,9.35,259,0,0,0,0,0,0,0,2,0
